,종목,매수일,매수가,매도일,매도가,수익률
0,DB하이텍,2018-04-05,13600.0,,,
1,DB하이텍,,,2018-04-06,13950.0,2.5735294117647056
2,DB하이텍,2018-04-24,13600.0,,,
3,DB하이텍,,,2018-05-03,13800.0,1.4705882352941175
4,DB하이텍,2018-06-26,19500.0,,,
5,DB하이텍,,,2018-06-27,19500.0,0.0
6,DB하이텍,2018-07-24,16900.0,,,
7,DB하이텍,,,2018-07-25,17300.0,2.366863905325444
8,DB하이텍,2018-07-27,16600.0,,,
9,DB하이텍,,,2018-07-30,17450.0,5.120481927710843
10,DB하이텍,2018-08-10,16050.0,,,
11,DB하이텍,,,2018-08-16,15850.0,-1.2461059190031152
12,DB하이텍,2018-10-23,12750.0,,,
13,DB하이텍,,,2018-10-31,11200.0,-12.156862745098039
14,DB하이텍,2019-02-01,13000.0,,,
15,DB하이텍,,,2019-02-15,13350.0,2.6923076923076925
16,DB하이텍,2019-05-10,14050.0,,,
17,DB하이텍,,,2019-05-15,14650.0,4.270462633451958
18,DB하이텍,2019-06-19,15650.0,,,
19,DB하이텍,,,2019-07-03,15900.0,1.5974440894568689
20,DB하이텍,2019-07-09,13600.0,,,
21,DB하이텍,,,2019-07-11,13600.0,0.0
22,DB하이텍,2019-08-06,12100.0,,,
23,DB하이텍,,,2019-08-07,12550.0,3.71900826446281
24,DB하이텍,2020-02-03,26750.0,,,
25,DB하이텍,,,2020-02-04,29250.0,9.345794392523365
26,DB하이텍,2020-02-28,25000.0,,,
27,DB하이텍,,,2020-03-03,27000.0,8.0
28,DB하이텍,2020-03-04,24900.0,,,
29,DB하이텍,,,2020-03-05,26100.0,4.819277108433735
30,DB하이텍,2020-03-12,22750.0,,,
31,DB하이텍,,,2020-03-16,21100.0,-7.252747252747254
32,DB하이텍,2020-03-17,17900.0,,,
33,DB하이텍,,,2020-03-18,19200.0,7.262569832402235
34,DB하이텍,2020-03-19,17300.0,,,
35,DB하이텍,,,2020-03-23,16150.0,-6.6473988439306355
36,DB하이텍,2020-03-26,21250.0,,,
37,DB하이텍,,,2020-03-31,21600.0,1.647058823529412
38,DB하이텍,2020-05-28,30800.0,,,
39,DB하이텍,,,2020-06-02,30750.0,-0.16233766233766234
40,DB하이텍,2020-06-16,27950.0,,,
41,DB하이텍,,,2020-06-17,27700.0,-0.8944543828264758
42,DB하이텍,2020-08-19,35300.0,,,
43,DB하이텍,,,2020-08-20,37900.0,7.365439093484419
44,DB하이텍,2020-11-02,31950.0,,,
45,DB하이텍,,,2020-11-05,35000.0,9.546165884194053
46,DB하이텍,2020-12-01,35750.0,,,
47,DB하이텍,,,2020-12-18,36550.0,2.237762237762238
48,DB하이텍,2021-02-01,61200.0,,,
49,DB하이텍,,,2021-02-02,64500.0,5.392156862745098
50,DB하이텍,2021-03-09,50700.0,,,
51,DB하이텍,,,2021-03-12,52800.0,4.142011834319527
52,DB하이텍,2021-05-17,56100.0,,,
53,DB하이텍,,,2021-05-24,54100.0,-3.5650623885918007
54,DB하이텍,2021-05-25,52000.0,,,
55,DB하이텍,,,2021-06-03,54700.0,5.1923076923076925
56,DB하이텍,2021-08-12,61700.0,,,
57,DB하이텍,,,2021-08-13,65100.0,5.510534846029174
58,DB하이텍,2021-11-25,74000.0,,,
59,DB하이텍,,,2021-11-30,75200.0,1.6216216216216217
60,DB하이텍,2021-12-01,67900.0,,,
61,DB하이텍,,,2021-12-02,67000.0,-1.3254786450662739
62,DB하이텍,2021-12-09,69100.0,,,
63,DB하이텍,,,2021-12-16,72500.0,4.92040520984081
64,DB하이텍,2022-01-24,77200.0,,,
65,DB하이텍,,,2022-01-25,80000.0,3.6269430051813467
66,DB하이텍,2022-02-04,73700.0,,,
67,DB하이텍,,,2022-02-07,74100.0,0.5427408412483039
68,DB하이텍,2022-05-25,71000.0,,,
69,DB하이텍,,,2022-06-15,61400.0,-13.521126760563378
70,DB하이텍,2022-06-22,56300.0,,,
71,DB하이텍,,,2022-07-08,51100.0,-9.236234458259325
72,DB하이텍,2022-07-13,40450.0,,,
73,DB하이텍,,,2022-07-14,41150.0,1.73053152039555
74,DB하이텍,2022-09-08,41800.0,,,
75,DB하이텍,,,2022-09-14,42050.0,0.5980861244019139
76,DB하이텍,2022-09-29,38300.0,,,
77,DB하이텍,,,2022-10-04,38450.0,0.39164490861618795
78,DB하이텍,2023-03-10,48800.0,,,
79,DB하이텍,,,2023-03-17,48400.0,-0.819672131147541
80,SKC,2018-02-08,38000.0,,,
81,SKC,,,2018-02-26,38550.0,1.4473684210526316
82,SKC,2018-04-05,36700.0,,,
83,SKC,,,2018-04-12,36650.0,-0.13623978201634876
84,SKC,2018-10-24,36200.0,,,
85,SKC,,,2018-11-05,34250.0,-5.386740331491713
86,SKC,2018-12-28,35350.0,,,
87,SKC,,,2019-01-07,35850.0,1.4144271570014144
88,SKC,2019-05-14,31800.0,,,
89,SKC,,,2019-05-15,32450.0,2.044025157232704
90,SKC,2019-09-26,39950.0,,,
91,SKC,,,2019-10-01,40100.0,0.37546933667083854
92,SKC,2020-02-13,56400.0,,,
93,SKC,,,2020-02-17,55800.0,-1.0638297872340425
94,SKC,2020-03-04,52500.0,,,
95,SKC,,,2020-03-05,55200.0,5.142857142857142
96,SKC,2020-03-10,49500.0,,,
97,SKC,,,2020-03-11,50400.0,1.8181818181818181
98,SKC,2020-03-12,47700.0,,,
99,SKC,,,2020-03-16,43250.0,-9.329140461215934
100,SKC,2020-03-17,37000.0,,,
101,SKC,,,2020-03-18,39500.0,6.756756756756757
102,SKC,2020-03-19,35500.0,,,
103,SKC,,,2020-03-23,28800.0,-18.87323943661972
104,SKC,2020-04-01,37150.0,,,
105,SKC,,,2020-04-02,37950.0,2.1534320323014806
106,SKC,2020-04-08,39250.0,,,
107,SKC,,,2020-04-09,42250.0,7.643312101910828
108,SKC,2020-04-27,50400.0,,,
109,SKC,,,2020-05-08,49900.0,-0.992063492063492
110,SKC,2020-06-04,56800.0,,,
111,SKC,,,2020-06-08,59300.0,4.401408450704225
112,SKC,2020-06-16,54900.0,,,
113,SKC,,,2020-06-17,57000.0,3.825136612021858
114,SKC,2020-08-18,83400.0,,,
115,SKC,,,2020-08-20,83700.0,0.3597122302158274
116,SKC,2020-08-21,81400.0,,,
117,SKC,,,2020-08-24,88500.0,8.722358722358722
118,SKC,2020-09-25,78700.0,,,
119,SKC,,,2020-09-29,82600.0,4.955527318932655
120,SKC,2020-10-14,79300.0,,,
121,SKC,,,2020-10-15,80000.0,0.8827238335435058
122,SKC,2020-10-20,71600.0,,,
123,SKC,,,2020-10-21,74400.0,3.910614525139665
124,SKC,2021-02-25,124000.0,,,
125,SKC,,,2021-03-04,118000.0,-4.838709677419355
126,SKC,2021-03-24,105500.0,,,
127,SKC,,,2021-03-25,113000.0,7.109004739336493
128,SKC,2021-05-03,132500.0,,,
129,SKC,,,2021-05-06,136500.0,3.018867924528302
130,SKC,2021-08-18,152500.0,,,
131,SKC,,,2021-08-19,157500.0,3.278688524590164
132,SKC,2021-08-24,159500.0,,,
133,SKC,,,2021-08-26,156500.0,-1.8808777429467085
134,SKC,2021-09-03,147000.0,,,
135,SKC,,,2021-09-06,149500.0,1.7006802721088436
136,SKC,2021-10-01,168000.0,,,
137,SKC,,,2021-10-14,160000.0,-4.761904761904762
138,SKC,2021-11-02,170000.0,,,
139,SKC,,,2021-11-04,176500.0,3.823529411764706
140,SKC,2022-02-04,138000.0,,,
141,SKC,,,2022-02-07,142500.0,3.260869565217391
142,SKC,2022-05-25,150000.0,,,
143,SKC,,,2022-06-03,162500.0,8.333333333333332
144,SKC,2022-06-08,155500.0,,,
145,SKC,,,2022-06-09,157000.0,0.964630225080386
146,SKC,2022-06-23,154500.0,,,
147,SKC,,,2022-06-27,152500.0,-1.2944983818770228
148,SKC,2022-07-01,134000.0,,,
149,SKC,,,2022-07-08,133000.0,-0.7462686567164178
150,SKC,2022-08-10,131000.0,,,
151,SKC,,,2022-08-16,139500.0,6.488549618320611
152,SKC,2022-09-02,115000.0,,,
153,SKC,,,2022-10-05,89400.0,-22.26086956521739
154,SKC,2022-10-06,86000.0,,,
155,SKC,,,2022-10-07,86700.0,0.813953488372093
156,SKC,2022-10-12,85000.0,,,
157,SKC,,,2022-10-13,92200.0,8.470588235294118
158,SKC,2022-10-26,98500.0,,,
159,SKC,,,2022-10-28,103000.0,4.568527918781726
160,SKC,2022-12-12,98200.0,,,
161,SKC,,,2022-12-13,100500.0,2.3421588594704685
162,SKC,2023-02-09,95800.0,,,
163,SKC,,,2023-02-17,90600.0,-5.427974947807933
164,SKC,2023-04-04,110000.0,,,
165,SKC,,,2023-04-05,120500.0,9.545454545454547
166,SKC,2023-04-13,104100.0,,,
167,SKC,,,2023-04-14,108200.0,3.9385206532180597
168,SK가스,2018-02-05,98273.0,,,
169,SK가스,,,2018-02-06,96504.0,-1.8000875113205053
170,SK가스,2018-02-08,95423.0,,,
171,SK가스,,,2018-02-19,91197.0,-4.428701675696635
172,SK가스,2018-09-20,83139.0,,,
173,SK가스,,,2018-09-28,83532.0,0.47270234186122034
174,SK가스,2018-10-29,74392.0,,,
175,SK가스,,,2018-11-05,74294.0,-0.1317345951177546
176,SK가스,2018-11-08,71641.0,,,
177,SK가스,,,2018-11-12,74098.0,3.429600368504069
178,SK가스,2018-12-28,71646.0,,,
179,SK가스,,,2019-01-07,69367.0,-3.1809172877760097
180,SK가스,2019-02-08,79375.0,,,
181,SK가스,,,2019-02-12,81357.0,2.497007874015748
182,SK가스,2020-03-04,75900.0,,,
183,SK가스,,,2020-03-05,78100.0,2.898550724637681
184,SK가스,2020-03-12,72500.0,,,
185,SK가스,,,2020-03-13,68000.0,-6.206896551724138
186,SK가스,2020-03-17,61200.0,,,
187,SK가스,,,2020-03-18,62400.0,1.9607843137254901
188,SK가스,2020-03-19,60400.0,,,
189,SK가스,,,2020-03-23,49850.0,-17.466887417218544
190,SK가스,2020-03-24,50600.0,,,
191,SK가스,,,2020-03-25,53000.0,4.743083003952568
192,SK가스,2020-03-30,63000.0,,,
193,SK가스,,,2020-03-31,63000.0,0.0
194,SK가스,2020-04-08,69000.0,,,
195,SK가스,,,2020-04-09,71500.0,3.6231884057971016
196,SK가스,2020-06-16,71600.0,,,
197,SK가스,,,2020-06-17,73100.0,2.094972067039106
198,SK가스,2020-09-17,114000.0,,,
199,SK가스,,,2020-09-28,100500.0,-11.842105263157894
200,SK가스,2020-09-29,97300.0,,,
201,SK가스,,,2020-10-06,100000.0,2.774922918807811
202,SK가스,2020-10-19,119500.0,,,
203,SK가스,,,2020-10-22,119000.0,-0.41841004184100417
204,SK가스,2020-10-23,113500.0,,,
205,SK가스,,,2020-10-28,112000.0,-1.3215859030837005
206,SK가스,2020-11-09,108500.0,,,
207,SK가스,,,2020-11-10,116000.0,6.912442396313365
208,SK가스,2020-11-12,109500.0,,,
209,SK가스,,,2020-11-20,110500.0,0.91324200913242
210,SK가스,2020-11-26,109000.0,,,
211,SK가스,,,2020-12-02,111000.0,1.834862385321101
212,SK가스,2021-02-01,96400.0,,,
213,SK가스,,,2021-02-02,100500.0,4.253112033195021
214,SK가스,2021-03-09,93200.0,,,
215,SK가스,,,2021-03-16,95700.0,2.682403433476395
216,SK가스,2021-07-09,115000.0,,,
217,SK가스,,,2021-07-14,115000.0,0.0
218,SK가스,2021-09-27,162000.0,,,
219,SK가스,,,2021-09-29,166500.0,2.7777777777777777
220,SK가스,2021-10-01,161500.0,,,
221,SK가스,,,2021-10-13,153000.0,-5.263157894736842
222,SK가스,2021-11-08,129500.0,,,
223,SK가스,,,2021-11-12,121000.0,-6.563706563706563
224,SK가스,2021-12-01,115500.0,,,
225,SK가스,,,2021-12-02,114000.0,-1.2987012987012987
226,SK가스,2021-12-14,124000.0,,,
227,SK가스,,,2021-12-20,123500.0,-0.4032258064516129
228,SK가스,2021-12-28,133500.0,,,
229,SK가스,,,2022-01-06,128500.0,-3.7453183520599254
230,SK가스,2022-01-28,108500.0,,,
231,SK가스,,,2022-02-03,118000.0,8.755760368663594
232,SK가스,2022-02-04,118000.0,,,
233,SK가스,,,2022-02-07,123500.0,4.661016949152542
234,SK가스,2022-02-08,120500.0,,,
235,SK가스,,,2022-02-10,124000.0,2.904564315352697
236,SK가스,2022-02-28,122000.0,,,
237,SK가스,,,2022-03-03,120000.0,-1.639344262295082
238,SK가스,2022-06-02,132000.0,,,
239,SK가스,,,2022-06-07,136000.0,3.0303030303030303
240,SK가스,2022-06-22,121000.0,,,
241,SK가스,,,2022-06-27,122500.0,1.2396694214876034
242,SK가스,2022-07-07,113500.0,,,
243,SK가스,,,2022-07-15,107500.0,-5.286343612334802
244,SK가스,2022-07-21,111500.0,,,
245,SK가스,,,2022-07-26,112500.0,0.8968609865470852
246,SK가스,2022-08-17,118500.0,,,
247,SK가스,,,2022-08-19,120000.0,1.2658227848101267
248,SK가스,2022-09-14,113000.0,,,
249,SK가스,,,2022-09-15,114500.0,1.3274336283185841
250,SK가스,2022-09-30,104000.0,,,
251,SK가스,,,2022-10-05,108000.0,3.8461538461538463
252,SK가스,2022-11-01,115000.0,,,
253,SK가스,,,2022-11-02,116000.0,0.8695652173913043
254,SK가스,2022-11-14,119000.0,,,
255,SK가스,,,2022-11-16,119000.0,0.0
256,SK가스,2022-12-02,126000.0,,,
257,SK가스,,,2022-12-13,119500.0,-5.158730158730158
258,SK가스,2022-12-29,118500.0,,,
259,SK가스,,,2023-01-05,116500.0,-1.6877637130801686
260,YG PLUS,2018-02-08,2100.0,,,
261,YG PLUS,,,2018-02-09,2140.0,1.9047619047619049
262,YG PLUS,2018-05-09,2335.0,,,
263,YG PLUS,,,2018-05-14,2450.0,4.925053533190578
264,YG PLUS,2018-10-29,2200.0,,,
265,YG PLUS,,,2018-11-02,2220.0,0.9090909090909091
266,YG PLUS,2018-11-29,2100.0,,,
267,YG PLUS,,,2018-12-07,2075.0,-1.1904761904761905
268,YG PLUS,2019-05-24,1585.0,,,
269,YG PLUS,,,2019-05-31,1365.0,-13.880126182965299
270,YG PLUS,2019-06-17,1460.0,,,
271,YG PLUS,,,2019-06-20,1370.0,-6.164383561643835
272,YG PLUS,2019-07-09,1260.0,,,
273,YG PLUS,,,2019-07-22,1205.0,-4.365079365079365
274,YG PLUS,2019-08-06,1000.0,,,
275,YG PLUS,,,2019-08-13,1155.0,15.5
276,YG PLUS,2019-08-16,1030.0,,,
277,YG PLUS,,,2019-08-19,1045.0,1.4563106796116505
278,YG PLUS,2019-10-28,1255.0,,,
279,YG PLUS,,,2019-10-30,1280.0,1.9920318725099602
280,YG PLUS,2020-03-04,1225.0,,,
281,YG PLUS,,,2020-03-05,1265.0,3.2653061224489797
282,YG PLUS,2020-03-12,1080.0,,,
283,YG PLUS,,,2020-03-18,943.0,-12.685185185185185
284,YG PLUS,2020-03-19,900.0,,,
285,YG PLUS,,,2020-03-23,720.0,-20.0
286,YG PLUS,2020-04-08,1140.0,,,
287,YG PLUS,,,2020-04-14,1450.0,27.192982456140353
288,YG PLUS,2020-05-22,1785.0,,,
289,YG PLUS,,,2020-06-02,1930.0,8.123249299719888
290,YG PLUS,2020-06-16,1735.0,,,
291,YG PLUS,,,2020-06-17,1775.0,2.3054755043227666
292,YG PLUS,2020-07-02,2960.0,,,
293,YG PLUS,,,2020-07-03,4100.0,38.513513513513516
294,YG PLUS,2020-07-08,3470.0,,,
295,YG PLUS,,,2020-07-09,3550.0,2.3054755043227666
296,YG PLUS,2020-08-19,4020.0,,,
297,YG PLUS,,,2020-08-20,4250.0,5.721393034825871
298,YG PLUS,2020-09-01,5140.0,,,
299,YG PLUS,,,2020-09-04,4975.0,-3.2101167315175094
300,YG PLUS,2020-10-06,6960.0,,,
301,YG PLUS,,,2020-10-15,6800.0,-2.2988505747126435
302,YG PLUS,2020-10-16,5970.0,,,
303,YG PLUS,,,2020-10-28,4385.0,-26.549413735343386
304,YG PLUS,2020-11-02,4300.0,,,
305,YG PLUS,,,2020-11-03,4690.0,9.069767441860465
306,YG PLUS,2020-12-01,5070.0,,,
307,YG PLUS,,,2020-12-04,5390.0,6.31163708086785
308,YG PLUS,2021-01-26,7090.0,,,
309,YG PLUS,,,2021-01-27,7800.0,10.01410437235543
310,YG PLUS,2021-01-29,6660.0,,,
311,YG PLUS,,,2021-02-02,6120.0,-8.108108108108109
312,YG PLUS,2021-03-30,5500.0,,,
313,YG PLUS,,,2021-04-07,5850.0,6.363636363636363
314,YG PLUS,2021-07-23,7460.0,,,
315,YG PLUS,,,2021-07-26,7880.0,5.630026809651475
316,YG PLUS,2021-07-28,7250.0,,,
317,YG PLUS,,,2021-08-03,7100.0,-2.0689655172413794
318,YG PLUS,2021-08-18,7060.0,,,
319,YG PLUS,,,2021-08-23,7210.0,2.1246458923512748
320,YG PLUS,2022-02-11,6490.0,,,
321,YG PLUS,,,2022-02-14,6480.0,-0.15408320493066258
322,YG PLUS,2022-04-06,7520.0,,,
323,YG PLUS,,,2022-04-19,7250.0,-3.590425531914894
324,YG PLUS,2022-06-16,5620.0,,,
325,YG PLUS,,,2022-06-27,4620.0,-17.793594306049823
326,YG PLUS,2022-09-29,4770.0,,,
327,YG PLUS,,,2022-10-04,4745.0,-0.5241090146750524
328,YG PLUS,2022-10-06,4600.0,,,
329,YG PLUS,,,2022-10-17,4070.0,-11.521739130434783
330,YG PLUS,2022-11-14,4270.0,,,
331,YG PLUS,,,2022-11-16,4255.0,-0.351288056206089
332,YG PLUS,2022-12-14,4410.0,,,
333,YG PLUS,,,2022-12-19,4460.0,1.1337868480725624
334,YG PLUS,2023-01-26,5320.0,,,
335,YG PLUS,,,2023-02-01,5390.0,1.3157894736842104
336,기아,2018-01-05,31550.0,,,
337,기아,,,2018-01-11,32950.0,4.437400950871632
338,기아,2018-02-14,32200.0,,,
339,기아,,,2018-02-19,32900.0,2.1739130434782608
340,기아,2018-03-20,31450.0,,,
341,기아,,,2018-03-21,31700.0,0.7949125596184419
342,기아,2018-04-03,31200.0,,,
343,기아,,,2018-04-04,31900.0,2.2435897435897436
344,기아,2018-07-06,30100.0,,,
345,기아,,,2018-07-09,30900.0,2.6578073089700998
346,기아,2018-10-16,31000.0,,,
347,기아,,,2018-10-25,28250.0,-8.870967741935484
348,기아,2018-11-06,28400.0,,,
349,기아,,,2018-11-07,28850.0,1.584507042253521
350,기아,2018-11-26,27900.0,,,
351,기아,,,2018-11-27,28700.0,2.867383512544803
352,기아,2018-11-30,29750.0,,,
353,기아,,,2018-12-03,30900.0,3.865546218487395
354,기아,2018-12-28,33200.0,,,
355,기아,,,2019-01-07,34850.0,4.969879518072289
356,기아,2019-01-08,34900.0,,,
357,기아,,,2019-01-10,34300.0,-1.7191977077363898
358,기아,2019-02-14,35400.0,,,
359,기아,,,2019-02-15,36350.0,2.6836158192090394
360,기아,2019-06-03,38900.0,,,
361,기아,,,2019-06-04,39650.0,1.9280205655526992
362,기아,2019-10-15,40750.0,,,
363,기아,,,2019-10-25,42250.0,3.6809815950920246
364,기아,2019-12-03,42800.0,,,
365,기아,,,2019-12-04,43000.0,0.46728971962616817
366,기아,2020-01-03,42600.0,,,
367,기아,,,2020-01-23,43300.0,1.643192488262911
368,기아,2020-02-06,39750.0,,,
369,기아,,,2020-02-07,40550.0,2.0125786163522013
370,기아,2020-03-03,35900.0,,,
371,기아,,,2020-03-05,35800.0,-0.2785515320334262
372,기아,2020-03-06,35650.0,,,
373,기아,,,2020-03-11,32000.0,-10.238429172510518
374,기아,2020-03-12,32300.0,,,
375,기아,,,2020-03-16,28900.0,-10.526315789473683
376,기아,2020-03-17,24950.0,,,
377,기아,,,2020-03-18,25650.0,2.80561122244489
378,기아,2020-03-19,25550.0,,,
379,기아,,,2020-03-23,22500.0,-11.937377690802348
380,기아,2020-03-24,22300.0,,,
381,기아,,,2020-03-25,24700.0,10.762331838565023
382,기아,2020-03-30,24650.0,,,
383,기아,,,2020-04-03,25400.0,3.0425963488843815
384,기아,2020-04-06,25750.0,,,
385,기아,,,2020-04-07,28150.0,9.320388349514563
386,기아,2020-04-17,29550.0,,,
387,기아,,,2020-04-20,29950.0,1.353637901861252
388,기아,2020-04-21,29000.0,,,
389,기아,,,2020-04-23,28700.0,-1.0344827586206897
390,기아,2020-04-27,27900.0,,,
391,기아,,,2020-04-28,28900.0,3.584229390681003
392,기아,2020-06-16,32700.0,,,
393,기아,,,2020-06-17,33950.0,3.82262996941896
394,기아,2020-06-18,32900.0,,,
395,기아,,,2020-06-25,33050.0,0.4559270516717325
396,기아,2020-07-22,36650.0,,,
397,기아,,,2020-07-24,36150.0,-1.364256480218281
398,기아,2020-08-19,42200.0,,,
399,기아,,,2020-08-25,42200.0,0.0
400,기아,2020-10-13,49800.0,,,
401,기아,,,2020-10-21,46550.0,-6.526104417670683
402,기아,2020-11-02,50700.0,,,
403,기아,,,2020-11-03,51800.0,2.1696252465483234
404,기아,2021-01-25,86000.0,,,
405,기아,,,2021-01-26,91700.0,6.627906976744185
406,기아,2021-01-27,89500.0,,,
407,기아,,,2021-02-02,90000.0,0.5586592178770949
408,기아,2021-02-09,85100.0,,,
409,기아,,,2021-02-15,86600.0,1.762632197414806
410,기아,2021-02-25,76500.0,,,
411,기아,,,2021-02-26,74500.0,-2.6143790849673203
412,기아,2021-03-11,81300.0,,,
413,기아,,,2021-03-12,83100.0,2.214022140221402
414,기아,2021-03-24,83000.0,,,
415,기아,,,2021-03-31,84800.0,2.1686746987951806
416,기아,2021-09-13,82300.0,,,
417,기아,,,2021-09-24,84700.0,2.916160388821385
418,기아,2021-10-07,74900.0,,,
419,기아,,,2021-10-08,80700.0,7.74365821094793
420,기아,2022-02-04,81500.0,,,
421,기아,,,2022-02-07,80300.0,-1.4723926380368098
422,기아,2022-02-08,79400.0,,,
423,기아,,,2022-03-16,70400.0,-11.335012594458437
424,기아,2022-05-17,85700.0,,,
425,기아,,,2022-05-23,85000.0,-0.8168028004667445
426,기아,2022-06-30,76900.0,,,
427,기아,,,2022-07-04,78500.0,2.080624187256177
428,기아,2022-07-07,75900.0,,,
429,기아,,,2022-07-12,78100.0,2.898550724637681
430,기아,2022-08-18,77500.0,,,
431,기아,,,2022-08-23,77000.0,-0.6451612903225806
432,기아,2022-10-06,71600.0,,,
433,기아,,,2022-10-13,68500.0,-4.329608938547486
434,기아,2022-10-25,65600.0,,,
435,기아,,,2022-10-28,65800.0,0.3048780487804878
436,기아,2022-12-14,62200.0,,,
437,기아,,,2022-12-15,63800.0,2.572347266881029
438,기아,2022-12-29,60500.0,,,
439,기아,,,2023-01-04,61500.0,1.6528925619834711
440,대상홀딩스우,2018-05-25,6750.0,,,
441,대상홀딩스우,,,2018-05-28,7150.0,5.9259259259259265
442,대상홀딩스우,2018-12-28,5910.0,,,
443,대상홀딩스우,,,2019-01-07,5530.0,-6.429780033840947
444,대상홀딩스우,2019-01-08,5490.0,,,
445,대상홀딩스우,,,2019-01-10,5740.0,4.553734061930783
446,대상홀딩스우,2019-04-17,6340.0,,,
447,대상홀딩스우,,,2019-04-18,8300.0,30.914826498422716
448,대상홀딩스우,2019-04-19,6890.0,,,
449,대상홀딩스우,,,2019-04-24,7580.0,10.014513788098693
450,대상홀딩스우,2019-04-25,7200.0,,,
451,대상홀딩스우,,,2019-05-02,7060.0,-1.9444444444444444
452,대상홀딩스우,2019-08-08,8580.0,,,
453,대상홀딩스우,,,2019-08-09,6740.0,-21.445221445221446
454,대상홀딩스우,2019-08-12,6580.0,,,
455,대상홀딩스우,,,2019-08-21,6780.0,3.0395136778115504
456,대상홀딩스우,2020-03-17,3920.0,,,
457,대상홀딩스우,,,2020-03-18,4495.0,14.668367346938776
458,대상홀딩스우,2020-03-19,4150.0,,,
459,대상홀딩스우,,,2020-03-23,4010.0,-3.3734939759036147
460,대상홀딩스우,2020-03-26,4290.0,,,
461,대상홀딩스우,,,2020-03-27,5100.0,18.88111888111888
462,대상홀딩스우,2020-03-30,4720.0,,,
463,대상홀딩스우,,,2020-03-31,5090.0,7.838983050847458
464,대상홀딩스우,2020-04-08,4930.0,,,
465,대상홀딩스우,,,2020-04-16,5380.0,9.127789046653144
466,대상홀딩스우,2020-06-22,6980.0,,,
467,대상홀딩스우,,,2020-07-09,6440.0,-7.736389684813753
468,대상홀딩스우,2021-04-09,10100.0,,,
469,대상홀딩스우,,,2021-04-12,11850.0,17.326732673267326
470,대상홀딩스우,2021-04-13,11650.0,,,
471,대상홀딩스우,,,2021-04-19,15750.0,35.1931330472103
472,대상홀딩스우,2021-04-26,12950.0,,,
473,대상홀딩스우,,,2021-04-30,17000.0,31.27413127413127
474,대상홀딩스우,2021-05-06,19500.0,,,
475,대상홀딩스우,,,2021-05-07,20050.0,2.8205128205128207
476,대상홀딩스우,2021-05-10,19300.0,,,
477,대상홀딩스우,,,2021-05-13,17300.0,-10.362694300518134
478,대상홀딩스우,2021-05-18,19100.0,,,
479,대상홀딩스우,,,2021-06-03,16150.0,-15.44502617801047
480,대상홀딩스우,2021-08-20,11100.0,,,
481,대상홀딩스우,,,2021-08-24,11350.0,2.2522522522522523
482,대상홀딩스우,2021-12-14,12900.0,,,
483,대상홀딩스우,,,2021-12-21,12400.0,-3.875968992248062
484,대상홀딩스우,2022-01-26,10400.0,,,
485,대상홀딩스우,,,2022-01-27,10900.0,4.807692307692308
486,대상홀딩스우,2022-01-28,10150.0,,,
487,대상홀딩스우,,,2022-02-03,10350.0,1.9704433497536946
488,대상홀딩스우,2022-04-22,15500.0,,,
489,대상홀딩스우,,,2022-04-26,18900.0,21.935483870967744
490,대상홀딩스우,2022-04-27,16000.0,,,
491,대상홀딩스우,,,2022-04-29,16000.0,0.0
492,대상홀딩스우,2022-05-02,16300.0,,,
493,대상홀딩스우,,,2022-05-03,16250.0,-0.3067484662576687
494,대상홀딩스우,2022-05-04,15100.0,,,
495,대상홀딩스우,,,2022-05-11,13250.0,-12.251655629139073
496,대상홀딩스우,2022-05-18,12350.0,,,
497,대상홀딩스우,,,2022-05-20,12050.0,-2.42914979757085
498,대상홀딩스우,2022-06-23,9510.0,,,
499,대상홀딩스우,,,2022-06-27,9450.0,-0.6309148264984227
500,대상홀딩스우,2022-09-27,8820.0,,,
501,대상홀딩스우,,,2022-10-04,9000.0,2.0408163265306123
502,덕양산업,2018-07-19,1540.0,,,
503,덕양산업,,,2018-08-01,1500.0,-2.5974025974025974
504,덕양산업,2018-10-30,900.0,,,
505,덕양산업,,,2018-10-31,1060.0,17.77777777777778
506,덕양산업,2018-12-03,1315.0,,,
507,덕양산업,,,2018-12-07,1320.0,0.38022813688212925
508,덕양산업,2019-01-04,1200.0,,,
509,덕양산업,,,2019-01-07,1285.0,7.083333333333333
510,덕양산업,2019-02-01,1425.0,,,
511,덕양산업,,,2019-03-07,1430.0,0.3508771929824561
512,덕양산업,2019-05-17,1610.0,,,
513,덕양산업,,,2019-05-22,1520.0,-5.590062111801243
514,덕양산업,2019-06-20,1425.0,,,
515,덕양산업,,,2019-06-25,1460.0,2.456140350877193
516,덕양산업,2019-07-09,1375.0,,,
517,덕양산업,,,2019-07-11,1410.0,2.5454545454545454
518,덕양산업,2019-07-30,1185.0,,,
519,덕양산업,,,2019-08-07,1060.0,-10.548523206751055
520,덕양산업,2020-02-12,1330.0,,,
521,덕양산업,,,2020-02-19,1310.0,-1.5037593984962405
522,덕양산업,2020-03-12,1000.0,,,
523,덕양산업,,,2020-03-16,882.0,-11.799999999999999
524,덕양산업,2020-03-17,800.0,,,
525,덕양산업,,,2020-03-18,850.0,6.25
526,덕양산업,2020-03-19,797.0,,,
527,덕양산업,,,2020-03-25,700.0,-12.170639899623588
528,덕양산업,2020-03-30,740.0,,,
529,덕양산업,,,2020-03-31,742.0,0.2702702702702703
530,덕양산업,2020-06-16,930.0,,,
